State/UTs_Code,District_Code,"CD Block_Code",Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,"No of Households","Total Population Person","Total Population Male","Total Population Female","Population in the age group 0-6 Person","Population in the age group 0-6 Male","Population in the age group 0-6 Female","Scheduled Castes population Person","Scheduled Castes population Male","Scheduled Castes population Female","Scheduled Tribes population Person","Scheduled Tribes population Male","Scheduled Tribes population Female","Literates Population Person","Literates Population Male","Literates Population Female","Illiterate Persons","Illiterate Male","Illiterate Female","Total Worker Population Person","Total Worker Population Male","Total Worker Population Female","Main Working Population Person","Main Working Population Male","Main Working Population Female","Main Cultivator Population Person","Main Cultivator Population Male","Main Cultivator Population Female","Main Agricultural Labourers Population Person","Main Agricultural Labourers Population Male","Main Agricultural Labourers Population Female","Main Household Industries Population Person","Main Household Industries Population Male","Main Household Industries Population Female","Main Other Workers Population Person","Main Other Workers Population Male","Main Other Workers Population Female","Marginal Worker Population Person","Marginal Worker Population Male","Marginal Worker Population Female","Marginal Cultivator Population Person","Marginal Cultivator Population Male","Marginal Cultivator Population Female","Marginal Agriculture Labourers Population Person","Marginal Agriculture Labourers Population Male","Marginal Agriculture Labourers Population Female","Marginal Household Industries Population Person","Marginal Household Industries Population Male","Marginal Household Industries Population Female","Marginal Other Workers Population Person","Marginal Other Workers Population Male","Marginal Other Workers Population Female","Marginal Worker Population 3_6 Person","Marginal Worker Population 3_6 Male","Marginal Worker Population 3_6 Female","Marginal Cultivator Population 3_6 Person","Marginal Cultivator Population 3_6 Male","Marginal Cultivator Population 3_6 Female","Marginal Agriculture Labourers Population 3_6 Person","Marginal Agriculture Labourers Population 3_6 Male","Marginal Agriculture Labourers Population 3_6 Female","Marginal Household Industries Population 3_6 Person","Marginal Household Industries Population 3_6 Male","Marginal Household Industries Population 3-6 Female","Marginal Other Workers Population Person 3_6 Person","Marginal Other Workers Population Person 3_6 Male","Marginal Other Workers Population Person 3_6 Female","Marginal Worker Population 0_3 Person","Marginal Worker Population 0_3 Male","Marginal Worker Population 0_3_Female","Marginal Cultivator Population 0_3 Person","Marginal Cultivator Population 0_3 Male","Marginal Cultivator Population 0_3_Female","Marginal Agriculture Labourers Population 0_3 Person","Marginal Agriculture Labourers Population 0_3 Male","Marginal Agriculture Labourers Population 0_3 Female","Marginal Household Industries Population 0_3 Person","Marginal Household Industries Population 0_3 Male","Marginal Household Industries Population 0_3 Female","Marginal Other Workers Population 0_3 Person","Marginal Other Workers Population 0_3 Male","Marginal Other Workers Population 0_3 Female","Non Working Population Person","Non Working Population Male","Non Working Population Female"
29,572,0110,612882,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kalathammanahalli,Rural,151,670,336,334,88,40,48,265,126,139,5,2,3,417,227,190,253,109,144,372,227,145,355,219,136,39,27,12,52,21,31,17,11,6,247,160,87,17,8,9,3,1,2,0,0,0,0,0,0,14,7,7,15,6,9,3,1,2,0,0,0,0,0,0,12,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,298,109,189
29,572,0110,612883,0000,000000,KARNATAKA,Bangalore,VILLAGE,Guniagrahara,Rural,377,1533,774,759,168,87,81,522,251,271,102,57,45,1086,592,494,447,182,265,587,443,144,571,440,131,13,10,3,3,3,0,4,1,3,551,426,125,16,3,13,3,0,3,0,0,0,0,0,0,13,3,10,7,3,4,0,0,0,0,0,0,0,0,0,7,3,4,9,0,9,3,0,3,0,0,0,0,0,0,6,0,6,946,331,615
29,572,0110,612884,0000,000000,KARNATAKA,Bangalore,VILLAGE,Tarahunase,Rural,426,1864,948,916,236,119,117,585,282,303,14,9,5,1090,624,466,774,324,450,789,572,217,551,465,86,178,167,11,36,20,16,5,4,1,332,274,58,238,107,131,76,21,55,13,2,11,7,4,3,142,80,62,223,101,122,75,21,54,8,1,7,7,4,3,133,75,58,15,6,9,1,0,1,5,1,4,0,0,0,9,5,4,1075,376,699
29,572,0110,612885,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kuduragere,Rural,241,1073,676,397,97,52,45,218,121,97,96,46,50,705,487,218,368,189,179,610,512,98,587,501,86,95,64,31,58,30,28,1,1,0,433,406,27,23,11,12,0,0,0,10,3,7,1,0,1,12,8,4,22,10,12,0,0,0,10,3,7,1,0,1,11,7,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,463,164,299
29,572,0110,612886,0000,000000,KARNATAKA,Bangalore,VILLAGE,Gadenahalli,Rural,122,604,318,286,59,26,33,96,48,48,22,11,11,401,237,164,203,81,122,235,196,39,164,149,15,149,135,14,4,4,0,1,1,0,10,9,1,71,47,24,2,0,2,53,36,17,4,2,2,12,9,3,69,46,23,2,0,2,52,36,16,4,2,2,11,8,3,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,369,122,247
29,572,0110,612887,0000,000000,KARNATAKA,Bangalore,VILLAGE,Tharabanahalli,Rural,315,1294,650,644,140,63,77,391,180,211,4,1,3,905,504,401,389,146,243,628,428,200,512,382,130,103,90,13,128,77,51,11,10,1,270,205,65,116,46,70,20,5,15,53,19,34,4,2,2,39,20,19,92,40,52,15,4,11,38,15,23,3,1,2,36,20,16,24,6,18,5,1,4,15,4,11,1,1,0,3,0,3,666,222,444
29,572,0110,612888,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Navarathna Agrahara",Rural,317,1506,904,602,161,93,68,400,211,189,473,246,227,1007,671,336,499,233,266,690,532,158,614,478,136,57,44,13,67,46,21,0,0,0,490,388,102,76,54,22,1,0,1,7,3,4,0,0,0,68,51,17,61,45,16,1,0,1,5,2,3,0,0,0,55,43,12,15,9,6,0,0,0,2,1,1,0,0,0,13,8,5,816,372,444
29,572,0110,612889,0000,000000,KARNATAKA,Bangalore,VILLAGE,Meenakunte,Rural,550,2040,1143,897,250,137,113,483,255,228,77,42,35,1479,884,595,561,259,302,885,716,169,805,668,137,89,77,12,59,33,26,86,78,8,571,480,91,80,48,32,6,3,3,23,12,11,6,3,3,45,30,15,64,35,29,5,2,3,22,11,11,5,2,3,32,20,12,16,13,3,1,1,0,1,1,0,1,1,0,13,10,3,1155,427,728
29,572,0110,612890,0000,000000,KARNATAKA,Bangalore,VILLAGE,Channahalli,Rural,267,1269,595,674,153,66,87,51,21,30,1169,541,628,716,387,329,553,208,345,501,310,191,325,226,99,51,35,16,144,82,62,44,31,13,86,78,8,176,84,92,7,6,1,146,63,83,4,3,1,19,12,7,175,83,92,7,6,1,146,63,83,3,2,1,19,12,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,768,285,483
29,572,0110,612891,0000,000000,KARNATAKA,Bangalore,VILLAGE,Byanahalli,Rural,102,482,255,227,52,24,28,32,17,15,393,206,187,246,157,89,236,98,138,208,151,57,99,83,16,24,19,5,11,7,4,0,0,0,64,57,7,109,68,41,5,3,2,97,62,35,0,0,0,7,3,4,105,66,39,5,3,2,97,62,35,0,0,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,274,104,170
29,572,0110,612892,0000,000000,KARNATAKA,Bangalore,VILLAGE,Papanahalli,Rural,8,76,40,36,16,9,7,27,12,15,0,0,0,50,27,23,26,13,13,21,18,3,18,16,2,0,0,0,5,3,2,0,0,0,13,13,0,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,33
29,572,0110,612893,0000,000000,KARNATAKA,Bangalore,VILLAGE,Thimmasandra,Rural,172,797,396,401,68,32,36,237,114,123,0,0,0,528,282,246,269,114,155,337,257,80,327,253,74,157,139,18,143,90,53,1,0,1,26,24,2,10,4,6,1,1,0,4,0,4,3,1,2,2,2,0,10,4,6,1,1,0,4,0,4,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,139,321
29,572,0110,612894,0000,000000,KARNATAKA,Bangalore,VILLAGE,Nellukunte,Rural,129,1305,925,380,44,25,19,92,51,41,8,4,4,1218,889,329,87,36,51,320,269,51,319,268,51,2,2,0,1,1,0,0,0,0,316,265,51,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,656,329
29,572,0110,612895,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bettahalasur,Rural,900,3573,1817,1756,421,217,204,443,214,229,35,17,18,2610,1425,1185,963,392,571,1415,1142,273,1216,983,233,125,109,16,20,15,5,9,6,3,1062,853,209,199,159,40,1,0,1,5,5,0,0,0,0,193,154,39,167,135,32,1,0,1,5,5,0,0,0,0,161,130,31,32,24,8,0,0,0,0,0,0,0,0,0,32,24,8,2158,675,1483
29,572,0110,612896,0000,000000,KARNATAKA,Bangalore,VILLAGE,Chokkanahalli,Rural,21,124,99,25,7,6,1,9,6,3,13,9,4,96,85,11,28,14,14,40,22,18,30,13,17,3,2,1,19,7,12,0,0,0,8,4,4,10,9,1,0,0,0,4,3,1,0,0,0,6,6,0,10,9,1,0,0,0,4,3,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,77,7
29,572,0110,612897,0000,000000,KARNATAKA,Bangalore,VILLAGE,Chikkajala,Rural,1640,6154,3429,2725,604,300,304,1559,796,763,226,126,100,4737,2836,1901,1417,593,824,2587,2039,548,2409,1946,463,92,88,4,21,17,4,27,14,13,2269,1827,442,178,93,85,14,3,11,3,1,2,1,0,1,160,89,71,152,81,71,13,3,10,3,1,2,1,0,1,135,77,58,26,12,14,1,0,1,0,0,0,0,0,0,25,12,13,3567,1390,2177
29,572,0110,612898,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Maranayakana Halli",Rural,327,1272,666,606,176,98,78,734,390,344,41,21,20,817,464,353,455,202,253,593,398,195,555,384,171,27,22,5,46,21,25,1,1,0,481,340,141,38,14,24,0,0,0,9,1,8,0,0,0,29,13,16,23,11,12,0,0,0,5,1,4,0,0,0,18,10,8,15,3,12,0,0,0,4,0,4,0,0,0,11,3,8,679,268,411
29,572,0110,612899,0000,000000,KARNATAKA,Bangalore,VILLAGE,Doddajala,Rural,389,1660,863,797,224,126,98,320,173,147,207,110,97,1086,598,488,574,265,309,647,511,136,625,491,134,112,106,6,96,61,35,10,10,0,407,314,93,22,20,2,3,3,0,2,2,0,1,1,0,16,14,2,20,18,2,3,3,0,2,2,0,1,1,0,14,12,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1013,352,661
29,572,0110,612900,0000,000000,KARNATAKA,Bangalore,VILLAGE,Settigere,Rural,216,925,481,444,108,47,61,414,197,217,35,20,15,582,343,239,343,138,205,422,298,124,355,251,104,77,67,10,97,48,49,0,0,0,181,136,45,67,47,20,3,3,0,5,3,2,1,1,0,58,40,18,33,24,9,3,3,0,4,2,2,1,1,0,25,18,7,34,23,11,0,0,0,1,1,0,0,0,0,33,22,11,503,183,320
29,572,0110,612901,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Muthugada Halli",Rural,78,355,189,166,42,24,18,15,9,6,0,0,0,256,147,109,99,42,57,127,73,54,123,72,51,106,62,44,9,4,5,0,0,0,8,6,2,4,1,3,2,0,2,1,0,1,0,0,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,228,116,112
29,572,0110,612902,0000,000000,KARNATAKA,Bangalore,VILLAGE,Begur,Rural,93,434,218,216,58,27,31,0,0,0,0,0,0,279,151,128,155,67,88,159,145,14,154,142,12,56,54,2,13,11,2,5,4,1,80,73,7,5,3,2,1,1,0,1,1,0,0,0,0,3,1,2,5,3,2,1,1,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,73,202
29,572,0110,612903,0000,000000,KARNATAKA,Bangalore,VILLAGE,Mylanahalli,Rural,737,3127,1969,1158,286,152,134,472,267,205,283,157,126,2285,1616,669,842,353,489,1626,1351,275,1376,1131,245,164,139,25,101,81,20,208,150,58,903,761,142,250,220,30,8,7,1,33,23,10,25,21,4,184,169,15,194,168,26,6,5,1,30,20,10,21,18,3,137,125,12,56,52,4,2,2,0,3,3,0,4,3,1,47,44,3,1501,618,883
29,572,0110,612904,0000,000000,KARNATAKA,Bangalore,VILLAGE,Chikkanahalli,Rural,64,291,139,152,27,15,12,132,60,72,78,38,40,176,96,80,115,43,72,146,83,63,137,79,58,11,8,3,107,53,54,0,0,0,19,18,1,9,4,5,0,0,0,8,3,5,0,0,0,1,1,0,9,4,5,0,0,0,8,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,56,89
29,572,0110,612905,0000,000000,KARNATAKA,Bangalore,VILLAGE,Boilahalli,Rural,85,392,206,186,39,20,19,2,1,1,74,39,35,222,126,96,170,80,90,196,129,67,165,109,56,94,56,38,21,14,7,0,0,0,50,39,11,31,20,11,11,4,7,14,10,4,0,0,0,6,6,0,28,17,11,11,4,7,14,10,4,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,196,77,119
29,572,0110,612906,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Doddajala Amanikere",Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0110,612907,0000,000000,KARNATAKA,Bangalore,VILLAGE,Meesaganahalli,Rural,67,361,195,166,43,23,20,1,1,0,0,0,0,239,146,93,122,49,73,219,130,89,210,124,86,181,101,80,2,0,2,0,0,0,27,23,4,9,6,3,5,2,3,0,0,0,0,0,0,4,4,0,8,6,2,4,2,2,0,0,0,0,0,0,4,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,142,65,77
29,572,0110,612908,0000,000000,KARNATAKA,Bangalore,VILLAGE,Huttanahalli,Rural,325,1524,785,739,187,93,94,509,254,255,30,13,17,1070,605,465,454,180,274,701,501,200,636,483,153,223,164,59,96,51,45,0,0,0,317,268,49,65,18,47,12,5,7,37,4,33,1,1,0,15,8,7,62,17,45,12,5,7,37,4,33,0,0,0,13,8,5,3,1,2,0,0,0,0,0,0,1,1,0,2,0,2,823,284,539
29,572,0110,612909,0000,000000,KARNATAKA,Bangalore,VILLAGE,Hosahalli,Rural,315,1427,764,663,161,89,72,165,81,84,22,13,9,1033,608,425,394,156,238,706,499,207,588,476,112,188,174,14,33,18,15,2,2,0,365,282,83,118,23,95,69,10,59,4,1,3,1,0,1,44,12,32,112,19,93,68,10,58,4,1,3,1,0,1,39,8,31,6,4,2,1,0,1,0,0,0,0,0,0,5,4,1,721,265,456
29,572,0110,612910,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bilmaranahalli,Rural,94,451,224,227,40,18,22,85,42,43,283,145,138,300,174,126,151,50,101,193,125,68,177,118,59,19,16,3,11,5,6,7,4,3,140,93,47,16,7,9,1,0,1,4,2,2,0,0,0,11,5,6,14,6,8,1,0,1,2,1,1,0,0,0,11,5,6,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,258,99,159
29,572,0110,612911,0000,000000,KARNATAKA,Bangalore,VILLAGE,Sonnappanahalli,Rural,992,3932,2080,1852,516,259,257,1229,612,617,186,93,93,2529,1474,1055,1403,606,797,1780,1344,436,1706,1295,411,45,35,10,7,4,3,4,2,2,1650,1254,396,74,49,25,3,1,2,4,1,3,1,0,1,66,47,19,70,47,23,3,1,2,4,1,3,1,0,1,62,45,17,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,2152,736,1416
29,572,0110,612912,0000,000000,KARNATAKA,Bangalore,VILLAGE,Sathnur,Rural,455,2151,1110,1041,312,168,144,379,185,194,28,13,15,1516,830,686,635,280,355,834,655,179,741,597,144,109,95,14,77,52,25,16,15,1,539,435,104,93,58,35,7,5,2,11,5,6,9,8,1,66,40,26,81,51,30,5,3,2,10,4,6,8,7,1,58,37,21,12,7,5,2,2,0,1,1,0,1,1,0,8,3,5,1317,455,862
29,572,0110,612913,0000,000000,KARNATAKA,Bangalore,VILLAGE,Byappanahalli,Rural,159,676,336,340,101,49,52,364,174,190,0,0,0,385,221,164,291,115,176,319,205,114,200,138,62,39,35,4,10,4,6,4,3,1,147,96,51,119,67,52,9,6,3,94,52,42,9,5,4,7,4,3,114,66,48,9,6,3,92,52,40,6,4,2,7,4,3,5,1,4,0,0,0,2,0,2,3,1,2,0,0,0,357,131,226
29,572,0110,612914,0000,000000,KARNATAKA,Bangalore,VILLAGE,Chagalahatti,Rural,208,986,527,459,130,64,66,57,31,26,4,4,0,614,352,262,372,175,197,366,291,75,362,289,73,50,45,5,16,12,4,4,2,2,292,230,62,4,2,2,1,0,1,1,1,0,0,0,0,2,1,1,4,2,2,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,236,384
29,572,0110,612915,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bagalur,Rural,2140,10320,5280,5040,1337,684,653,1490,730,760,109,67,42,6487,3541,2946,3833,1739,2094,3598,2892,706,3190,2582,608,444,378,66,251,160,91,241,194,47,2254,1850,404,408,310,98,26,17,9,40,29,11,16,11,5,326,253,73,322,234,88,24,16,8,16,8,8,13,10,3,269,200,69,86,76,10,2,1,1,24,21,3,3,1,2,57,53,4,6722,2388,4334
29,572,0110,612916,0000,000000,KARNATAKA,Bangalore,VILLAGE,Huvinayakanahalli,Rural,147,642,344,298,62,33,29,173,89,84,0,0,0,417,245,172,225,99,126,234,206,28,226,201,25,133,128,5,23,12,11,0,0,0,70,61,9,8,5,3,0,0,0,4,2,2,0,0,0,4,3,1,8,5,3,0,0,0,4,2,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,138,270
29,572,0110,612917,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Bandi Kodige Halli",Rural,305,1305,682,623,165,89,76,411,214,197,6,4,2,837,489,348,468,193,275,509,416,93,407,359,48,171,165,6,26,9,17,1,0,1,209,185,24,102,57,45,14,3,11,11,4,7,1,1,0,76,49,27,80,46,34,14,3,11,10,4,6,1,1,0,55,38,17,22,11,11,0,0,0,1,0,1,0,0,0,21,11,10,796,266,530
29,572,0110,612918,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Bandikodegehalli Amanikere",Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0110,612919,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Bandi Kodigehalli Palya",Rural,127,548,270,278,78,40,38,80,41,39,309,152,157,297,161,136,251,109,142,197,153,44,163,125,38,65,57,8,73,57,16,1,1,0,24,10,14,34,28,6,2,1,1,0,0,0,0,0,0,32,27,5,34,28,6,2,1,1,0,0,0,0,0,0,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,117,234
29,572,0110,612920,0000,000000,KARNATAKA,Bangalore,VILLAGE,Hunachur,Rural,227,944,534,410,137,79,58,333,169,164,88,50,38,619,382,237,325,152,173,617,363,254,77,68,9,8,6,2,17,16,1,5,3,2,47,43,4,540,295,245,145,91,54,246,117,129,6,4,2,143,83,60,533,290,243,145,91,54,244,115,129,6,4,2,138,80,58,7,5,2,0,0,0,2,2,0,0,0,0,5,3,2,327,171,156
29,572,0110,612921,0000,000000,KARNATAKA,Bangalore,VILLAGE,Dummanur,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0110,612922,0000,000000,KARNATAKA,Bangalore,VILLAGE,Singahalli,Rural,185,832,422,410,68,29,39,205,101,104,4,2,2,742,383,359,90,39,51,287,272,15,278,268,10,174,169,5,82,77,5,17,17,0,5,5,0,9,4,5,2,0,2,3,2,1,0,0,0,4,2,2,9,4,5,2,0,2,3,2,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,150,395
29,572,0110,612923,0000,000000,KARNATAKA,Bangalore,VILLAGE,Gollahalli,Rural,18,87,44,43,8,4,4,56,25,31,0,0,0,52,29,23,35,15,20,27,25,2,25,23,2,8,8,0,1,0,1,0,0,0,16,15,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,41
29,572,0110,612924,0000,000000,KARNATAKA,Bangalore,VILLAGE,Arebinnamangala,Rural,141,720,379,341,87,46,41,322,163,159,0,0,0,437,259,178,283,120,163,288,223,65,282,220,62,111,102,9,20,11,9,2,2,0,149,105,44,6,3,3,3,1,2,1,0,1,0,0,0,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,4,2,2,2,1,1,1,0,1,0,0,0,1,1,0,432,156,276
29,572,0110,612925,0000,000000,KARNATAKA,Bangalore,VILLAGE,Mahadevakodigehalli,Rural,297,1455,778,677,151,78,73,288,149,139,0,0,0,945,559,386,510,219,291,621,470,151,471,412,59,217,208,9,46,34,12,4,4,0,204,166,38,150,58,92,10,3,7,28,11,17,33,6,27,79,38,41,128,50,78,10,3,7,21,10,11,31,5,26,66,32,34,22,8,14,0,0,0,7,1,6,2,1,1,13,6,7,834,308,526
29,572,0110,612926,0000,000000,KARNATAKA,Bangalore,VILLAGE,Manchappanahosahalli,Rural,308,1515,782,733,191,93,98,691,348,343,17,9,8,896,520,376,619,262,357,924,478,446,732,421,311,240,211,29,438,165,273,1,0,1,53,45,8,192,57,135,3,0,3,186,56,130,0,0,0,3,1,2,192,57,135,3,0,3,186,56,130,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,304,287
29,572,0110,612927,0000,000000,KARNATAKA,Bangalore,VILLAGE,Maralakunte,Rural,285,1251,662,589,151,81,70,320,159,161,1,1,0,763,432,331,488,230,258,358,293,65,341,288,53,159,140,19,5,2,3,1,1,0,176,145,31,17,5,12,8,0,8,1,0,1,0,0,0,8,5,3,16,4,12,8,0,8,1,0,1,0,0,0,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,893,369,524
29,572,0110,612928,0000,000000,KARNATAKA,Bangalore,VILLAGE,Dasanayakanahalli,Rural,70,337,166,171,50,26,24,179,84,95,0,0,0,211,110,101,126,56,70,135,101,34,135,101,34,36,34,2,31,18,13,0,0,0,68,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,65,137
29,572,0110,612929,0000,000000,KARNATAKA,Bangalore,VILLAGE,Marenahalli,Rural,754,3313,1697,1616,392,214,178,903,451,452,68,36,32,1892,1052,840,1421,645,776,1494,1097,397,1099,803,296,298,281,17,80,62,18,9,7,2,712,453,259,395,294,101,8,5,3,56,46,10,14,13,1,317,230,87,343,258,85,8,5,3,50,42,8,12,11,1,273,200,73,52,36,16,0,0,0,6,4,2,2,2,0,44,30,14,1819,600,1219
29,572,0110,612930,0000,000000,KARNATAKA,Bangalore,VILLAGE,Marasandra,Rural,203,965,490,475,117,54,63,439,221,218,0,0,0,593,349,244,372,141,231,435,295,140,432,292,140,223,155,68,95,52,43,0,0,0,114,85,29,3,3,0,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,530,195,335
29,572,0110,612931,0000,000000,KARNATAKA,Bangalore,VILLAGE,Challamakunte,Rural,1,3,2,1,0,0,0,3,2,1,0,0,0,1,1,0,2,1,1,3,2,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0110,612932,0000,000000,KARNATAKA,Bangalore,VILLAGE,Honnenahalli,Rural,318,1151,594,557,121,56,65,195,99,96,25,12,13,837,465,372,314,129,185,512,398,114,510,396,114,96,94,2,3,2,1,1,1,0,410,299,111,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,196,443
29,572,0110,612933,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Singanayakanahalli Amanikere",Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0110,612934,0000,000000,KARNATAKA,Bangalore,VILLAGE,Nagadasanahalli,Rural,128,600,307,293,67,36,31,218,115,103,15,7,8,435,238,197,165,69,96,330,189,141,186,162,24,81,74,7,19,15,4,1,0,1,85,73,12,144,27,117,37,3,34,42,16,26,1,0,1,64,8,56,21,9,12,4,1,3,12,7,5,0,0,0,5,1,4,123,18,105,33,2,31,30,9,21,1,0,1,59,7,52,270,118,152
29,572,0110,612935,0000,000000,KARNATAKA,Bangalore,VILLAGE,Lakshmisagara,Rural,5,16,9,7,5,3,2,0,0,0,4,1,3,3,1,2,13,8,5,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,2,2,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,2,2,0,0,0,0,0,0,0,7,4,3,7,3,4
29,572,0110,612936,0000,000000,KARNATAKA,Bangalore,VILLAGE,Muddanahalli,Rural,68,326,161,165,39,16,23,114,60,54,5,2,3,227,122,105,99,39,60,144,107,37,131,98,33,49,40,9,26,14,12,2,2,0,54,42,12,13,9,4,0,0,0,9,5,4,0,0,0,4,4,0,9,6,3,0,0,0,8,5,3,0,0,0,1,1,0,4,3,1,0,0,0,1,0,1,0,0,0,3,3,0,182,54,128
29,572,0110,612937,0000,000000,KARNATAKA,Bangalore,VILLAGE,Singanayakanahalli,Rural,732,2877,1472,1405,348,168,180,545,281,264,83,50,33,1938,1091,847,939,381,558,1264,950,314,1121,857,264,147,133,14,243,145,98,29,26,3,702,553,149,143,93,50,5,2,3,37,19,18,13,10,3,88,62,26,121,82,39,4,2,2,28,16,12,13,10,3,76,54,22,22,11,11,1,0,1,9,3,6,0,0,0,12,8,4,1613,522,1091
29,572,0110,612938,0000,000000,KARNATAKA,Bangalore,VILLAGE,Krishnasagara,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
