State/UTs_Code,District_Code,"CD Block_Code",Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,"No of Households","Total Population Person","Total Population Male","Total Population Female","Population in the age group 0-6 Person","Population in the age group 0-6 Male","Population in the age group 0-6 Female","Scheduled Castes population Person","Scheduled Castes population Male","Scheduled Castes population Female","Scheduled Tribes population Person","Scheduled Tribes population Male","Scheduled Tribes population Female","Literates Population Person","Literates Population Male","Literates Population Female","Illiterate Persons","Illiterate Male","Illiterate Female","Total Worker Population Person","Total Worker Population Male","Total Worker Population Female","Main Working Population Person","Main Working Population Male","Main Working Population Female","Main Cultivator Population Person","Main Cultivator Population Male","Main Cultivator Population Female","Main Agricultural Labourers Population Person","Main Agricultural Labourers Population Male","Main Agricultural Labourers Population Female","Main Household Industries Population Person","Main Household Industries Population Male","Main Household Industries Population Female","Main Other Workers Population Person","Main Other Workers Population Male","Main Other Workers Population Female","Marginal Worker Population Person","Marginal Worker Population Male","Marginal Worker Population Female","Marginal Cultivator Population Person","Marginal Cultivator Population Male","Marginal Cultivator Population Female","Marginal Agriculture Labourers Population Person","Marginal Agriculture Labourers Population Male","Marginal Agriculture Labourers Population Female","Marginal Household Industries Population Person","Marginal Household Industries Population Male","Marginal Household Industries Population Female","Marginal Other Workers Population Person","Marginal Other Workers Population Male","Marginal Other Workers Population Female","Marginal Worker Population 3_6 Person","Marginal Worker Population 3_6 Male","Marginal Worker Population 3_6 Female","Marginal Cultivator Population 3_6 Person","Marginal Cultivator Population 3_6 Male","Marginal Cultivator Population 3_6 Female","Marginal Agriculture Labourers Population 3_6 Person","Marginal Agriculture Labourers Population 3_6 Male","Marginal Agriculture Labourers Population 3_6 Female","Marginal Household Industries Population 3_6 Person","Marginal Household Industries Population 3_6 Male","Marginal Household Industries Population 3-6 Female","Marginal Other Workers Population Person 3_6 Person","Marginal Other Workers Population Person 3_6 Male","Marginal Other Workers Population Person 3_6 Female","Marginal Worker Population 0_3 Person","Marginal Worker Population 0_3 Male","Marginal Worker Population 0_3_Female","Marginal Cultivator Population 0_3 Person","Marginal Cultivator Population 0_3 Male","Marginal Cultivator Population 0_3_Female","Marginal Agriculture Labourers Population 0_3 Person","Marginal Agriculture Labourers Population 0_3 Male","Marginal Agriculture Labourers Population 0_3 Female","Marginal Household Industries Population 0_3 Person","Marginal Household Industries Population 0_3 Male","Marginal Household Industries Population 0_3 Female","Marginal Other Workers Population 0_3 Person","Marginal Other Workers Population 0_3 Male","Marginal Other Workers Population 0_3 Female","Non Working Population Person","Non Working Population Male","Non Working Population Female"
29,572,0111,613046,0000,000000,KARNATAKA,Bangalore,VILLAGE,"K.  Chudahalli",Rural,296,1371,732,639,165,91,74,110,54,56,204,112,92,771,451,320,600,281,319,737,497,240,725,489,236,213,133,80,159,93,66,3,0,3,350,263,87,12,8,4,1,0,1,2,1,1,0,0,0,9,7,2,12,8,4,1,0,1,2,1,1,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,235,399
29,572,0111,613047,0000,000000,KARNATAKA,Bangalore,VILLAGE,Tharalu,Rural,555,2810,2072,738,160,98,62,697,360,337,35,26,9,2235,1825,410,575,247,328,2039,1773,266,1867,1698,169,112,86,26,324,256,68,8,3,5,1423,1353,70,172,75,97,1,1,0,105,41,64,5,0,5,61,33,28,160,72,88,1,1,0,95,39,56,5,0,5,59,32,27,12,3,9,0,0,0,10,2,8,0,0,0,2,1,1,771,299,472
29,572,0111,613048,0000,000000,KARNATAKA,Bangalore,VILLAGE,Gulakamale,Rural,548,2293,1131,1162,256,118,138,1186,586,600,5,3,2,1463,821,642,830,310,520,954,690,264,947,685,262,318,257,61,248,158,90,3,2,1,378,268,110,7,5,2,3,2,1,2,1,1,0,0,0,2,2,0,7,5,2,3,2,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,441,898
29,572,0111,613049,0000,000000,KARNATAKA,Bangalore,VILLAGE,Alakabelalu,Rural,15,62,39,23,13,10,3,13,7,6,0,0,0,34,22,12,28,17,11,32,20,12,32,20,12,2,2,0,27,15,12,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,11
29,572,0111,613050,0000,000000,KARNATAKA,Bangalore,VILLAGE,Somanahalli,Rural,1158,4655,2360,2295,453,228,225,587,285,302,55,25,30,3337,1829,1508,1318,531,787,2263,1520,743,2020,1394,626,213,151,62,226,107,119,32,18,14,1549,1118,431,243,126,117,30,14,16,17,4,13,9,5,4,187,103,84,234,122,112,29,14,15,17,4,13,9,5,4,179,99,80,9,4,5,1,0,1,0,0,0,0,0,0,8,4,4,2392,840,1552
29,572,0111,613051,0000,000000,KARNATAKA,Bangalore,VILLAGE,Nettigere,Rural,443,1847,954,893,235,118,117,255,125,130,159,85,74,1092,631,461,755,323,432,839,581,258,781,548,233,138,101,37,241,152,89,36,28,8,366,267,99,58,33,25,8,3,5,12,8,4,7,4,3,31,18,13,53,30,23,8,3,5,11,8,3,4,1,3,30,18,12,5,3,2,0,0,0,1,0,1,3,3,0,1,0,1,1008,373,635
29,572,0111,613052,0000,000000,KARNATAKA,Bangalore,VILLAGE,Ravugodlu,Rural,340,1397,711,686,179,89,90,253,128,125,19,9,10,856,485,371,541,226,315,684,424,260,683,423,260,283,175,108,108,54,54,4,3,1,288,191,97,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,287,426
29,572,0111,613053,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Sunkadakatte ",Rural,110,433,222,211,59,32,27,17,11,6,16,7,9,261,144,117,172,78,94,186,134,52,181,131,50,51,40,11,49,37,12,6,4,2,75,50,25,5,3,2,1,0,1,4,3,1,0,0,0,0,0,0,5,3,2,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,88,159
29,572,0111,613054,0000,000000,KARNATAKA,Bangalore,VILLAGE,Thattaguppe,Rural,591,2503,1218,1285,273,141,132,5,3,2,11,6,5,1832,896,936,671,322,349,1024,729,295,1007,717,290,164,127,37,271,187,84,3,3,0,569,400,169,17,12,5,0,0,0,6,3,3,1,1,0,10,8,2,16,11,5,0,0,0,6,3,3,1,1,0,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1479,489,990
29,572,0111,613055,0000,000000,KARNATAKA,Bangalore,VILLAGE,Vaddarapalya,Rural,393,1731,872,859,187,93,94,560,279,281,60,30,30,981,557,424,750,315,435,800,507,293,766,485,281,510,330,180,79,28,51,5,3,2,172,124,48,34,22,12,4,3,1,8,2,6,1,1,0,21,16,5,34,22,12,4,3,1,8,2,6,1,1,0,21,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,365,566
29,572,0111,613056,0000,000000,KARNATAKA,Bangalore,VILLAGE,Doddanagamangala,Rural,1259,5017,2730,2287,657,348,309,1047,529,518,53,30,23,3572,2062,1510,1445,668,777,2339,1770,569,2221,1701,520,83,41,42,30,20,10,16,10,6,2092,1630,462,118,69,49,10,5,5,3,2,1,2,0,2,103,62,41,117,68,49,9,4,5,3,2,1,2,0,2,103,62,41,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2678,960,1718
29,572,0111,613057,0000,000000,KARNATAKA,Bangalore,VILLAGE,Vittasandra,Rural,293,1184,626,558,156,96,60,626,326,300,8,6,2,649,378,271,535,248,287,606,400,206,433,300,133,37,26,11,9,4,5,4,1,3,383,269,114,173,100,73,7,7,0,9,4,5,5,3,2,152,86,66,139,80,59,7,7,0,7,3,4,1,1,0,124,69,55,34,20,14,0,0,0,2,1,1,4,2,2,28,17,11,578,226,352
29,572,0111,613058,0000,000000,KARNATAKA,Bangalore,VILLAGE,Mylasandra,Rural,750,3015,1563,1452,402,204,198,1001,513,488,84,49,35,1833,1027,806,1182,536,646,1453,976,477,1395,943,452,94,76,18,62,33,29,9,4,5,1230,830,400,58,33,25,2,1,1,6,3,3,1,0,1,49,29,20,52,30,22,1,1,0,6,3,3,0,0,0,45,26,19,6,3,3,1,0,1,0,0,0,1,0,1,4,3,1,1562,587,975
29,572,0111,613059,0000,000000,KARNATAKA,Bangalore,VILLAGE,Hommadevanahalli,Rural,1171,4777,2489,2288,664,340,324,906,454,452,129,65,64,3419,1876,1543,1358,613,745,2303,1620,683,2249,1587,662,38,29,9,12,10,2,3,3,0,2196,1545,651,54,33,21,7,2,5,1,1,0,2,1,1,44,29,15,50,30,20,6,1,5,1,1,0,2,1,1,41,27,14,4,3,1,1,1,0,0,0,0,0,0,0,3,2,1,2474,869,1605
29,572,0111,613060,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bettadasanapura,Rural,412,1777,917,860,294,144,150,291,165,126,54,28,26,1109,623,486,668,294,374,674,543,131,648,525,123,28,24,4,14,9,5,1,1,0,605,491,114,26,18,8,2,1,1,2,1,1,1,0,1,21,16,5,24,16,8,2,1,1,2,1,1,1,0,1,19,14,5,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1103,374,729
29,572,0111,613061,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Uttarahalli -Manavarthekaval",Rural,67,244,130,114,15,11,4,31,17,14,0,0,0,199,110,89,45,20,25,107,80,27,105,80,25,6,3,3,17,11,6,1,1,0,81,65,16,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,50,87
29,572,0111,803162,0203,000000,KARNATAKA,Bangalore,OG,"Ramasandra (OG) WARD NO.-0203 (Rural MDDS CODE:613064)",Urban,1169,5251,2727,2524,766,398,368,436,227,209,54,24,30,3463,1966,1497,1788,761,1027,1810,1508,302,1476,1262,214,44,41,3,7,7,0,7,6,1,1418,1208,210,334,246,88,14,11,3,13,5,8,10,7,3,297,223,74,311,233,78,14,11,3,12,5,7,10,7,3,275,210,65,23,13,10,0,0,0,1,0,1,0,0,0,22,13,9,3441,1219,2222
29,572,0111,803162,0204,000000,KARNATAKA,Bangalore,OG,"Doddathoguru (OG) WARD NO.-0204 (Rural MDDS CODE:612958)",Urban,4254,14700,8310,6390,1734,933,801,1260,606,654,365,216,149,11628,6917,4711,3072,1393,1679,8692,6030,2662,7919,5573,2346,143,93,50,1223,851,372,144,109,35,6409,4520,1889,773,457,316,23,9,14,74,46,28,18,8,10,658,394,264,454,240,214,21,8,13,60,37,23,10,4,6,363,191,172,319,217,102,2,1,1,14,9,5,8,4,4,295,203,92,6008,2280,3728
29,572,0111,613062,0000,000000,KARNATAKA,Bangalore,TOWN,"Kumbalagodu (CT)",Urban,2811,10178,5464,4714,1165,606,559,658,341,317,501,273,228,7629,4353,3276,2549,1111,1438,4881,3386,1495,4158,2946,1212,47,40,7,244,184,60,375,261,114,3492,2461,1031,723,440,283,7,3,4,11,10,1,25,18,7,680,409,271,569,337,232,6,3,3,10,9,1,24,17,7,529,308,221,154,103,51,1,0,1,1,1,0,1,1,0,151,101,50,5297,2078,3219
29,572,0111,613063,0000,000000,KARNATAKA,Bangalore,TOWN,"Konappana Agrahara (CT)",Urban,5929,20622,11711,8911,2208,1139,1069,2189,1179,1010,621,319,302,16102,9745,6357,4520,1966,2554,11548,8372,3176,10772,7910,2862,38,29,9,85,62,23,378,263,115,10271,7556,2715,776,462,314,12,6,6,17,12,5,81,42,39,666,402,264,618,372,246,11,5,6,13,9,4,73,38,35,521,320,201,158,90,68,1,1,0,4,3,1,8,4,4,145,82,63,9074,3339,5735
29,572,0112,000000,0000,000000,KARNATAKA,Bangalore,"CD BLOCK","Bangalore East",Total,24537,102607,53699,48908,13041,6599,6442,25071,12642,12429,2330,1207,1123,71087,40374,30713,31520,13325,18195,45136,33128,12008,38923,29665,9258,4839,3851,988,2892,1876,1016,1610,1178,432,29582,22760,6822,6213,3463,2750,537,267,270,716,281,435,392,220,172,4568,2695,1873,5133,2835,2298,463,223,240,580,230,350,244,142,102,3846,2240,1606,1080,628,452,74,44,30,136,51,85,148,78,70,722,455,267,57471,20571,36900
29,572,0112,000000,0000,000000,KARNATAKA,Bangalore,"CD BLOCK","Bangalore East",Rural,22683,94464,49485,44979,11877,6010,5867,23180,11675,11505,2064,1063,1001,65939,37490,28449,28525,11995,16530,41828,30716,11112,35835,27333,8502,4753,3770,983,2818,1821,997,1422,1041,381,26842,20701,6141,5993,3383,2610,527,263,264,695,273,422,347,211,136,4424,2636,1788,4962,2769,2193,453,219,234,562,222,340,221,136,85,3726,2192,1534,1031,614,417,74,44,30,133,51,82,126,75,51,698,444,254,52636,18769,33867
29,572,0112,000000,0000,000000,KARNATAKA,Bangalore,"CD BLOCK","Bangalore East",Urban,1854,8143,4214,3929,1164,589,575,1891,967,924,266,144,122,5148,2884,2264,2995,1330,1665,3308,2412,896,3088,2332,756,86,81,5,74,55,19,188,137,51,2740,2059,681,220,80,140,10,4,6,21,8,13,45,9,36,144,59,85,171,66,105,10,4,6,18,8,10,23,6,17,120,48,72,49,14,35,0,0,0,3,0,3,22,3,19,24,11,13,4835,1802,3033
29,572,0112,613065,0000,000000,KARNATAKA,Bangalore,VILLAGE,Mittaganahalli,Rural,266,1010,545,465,169,97,72,483,238,245,9,6,3,403,242,161,607,303,304,513,356,157,506,352,154,31,31,0,57,49,8,1,1,0,417,271,146,7,4,3,1,1,0,1,1,0,0,0,0,5,2,3,5,3,2,1,1,0,1,1,0,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,497,189,308
29,572,0112,613066,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kadusonnappanahalli,Rural,487,2498,1218,1280,340,167,173,427,217,210,53,17,36,1592,825,767,906,393,513,1026,718,308,975,695,280,232,174,58,34,17,17,7,4,3,702,500,202,51,23,28,11,5,6,4,1,3,1,1,0,35,16,19,45,23,22,11,5,6,2,1,1,1,1,0,31,16,15,6,0,6,0,0,0,2,0,2,0,0,0,4,0,4,1472,500,972
29,572,0112,613067,0000,000000,KARNATAKA,Bangalore,VILLAGE,Doddenahalli,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0112,613068,0000,000000,KARNATAKA,Bangalore,VILLAGE,Yerappanahalli,Rural,299,1418,735,683,208,102,106,628,315,313,1,1,0,806,472,334,612,263,349,600,465,135,586,459,127,178,152,26,2,2,0,3,3,0,403,302,101,14,6,8,0,0,0,12,5,7,0,0,0,2,1,1,14,6,8,0,0,0,12,5,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,270,548
29,572,0112,613069,0000,000000,KARNATAKA,Bangalore,VILLAGE,Chikkasandra,Rural,4,15,10,5,0,0,0,14,9,5,0,0,0,12,9,3,3,1,2,12,7,5,11,6,5,6,3,3,1,1,0,0,0,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0
29,572,0112,613070,0000,000000,KARNATAKA,Bangalore,VILLAGE,Gundur,Rural,307,1498,762,736,171,84,87,427,213,214,11,6,5,1036,590,446,462,172,290,714,439,275,679,430,249,475,292,183,74,46,28,13,9,4,117,83,34,35,9,26,15,3,12,1,0,1,0,0,0,19,6,13,35,9,26,15,3,12,1,0,1,0,0,0,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,323,461
29,572,0112,613071,0000,000000,KARNATAKA,Bangalore,VILLAGE,"Kada Agrahara",Rural,195,835,413,422,118,47,71,475,229,246,47,26,21,424,243,181,411,170,241,436,262,174,391,243,148,9,6,3,4,3,1,20,10,10,358,224,134,45,19,26,17,6,11,11,3,8,0,0,0,17,10,7,43,17,26,15,4,11,11,3,8,0,0,0,17,10,7,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,399,151,248
29,572,0112,613072,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bandebommasandra,Rural,199,883,432,451,84,45,39,389,189,200,2,1,1,631,331,300,252,101,151,383,263,120,378,260,118,41,40,1,1,1,0,2,1,1,334,218,116,5,3,2,2,0,2,0,0,0,0,0,0,3,3,0,5,3,2,2,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,169,331
29,572,0112,613073,0000,000000,KARNATAKA,Bangalore,VILLAGE,Anagalapura,Rural,135,578,287,291,37,18,19,254,130,124,12,7,5,373,207,166,205,80,125,240,152,88,154,98,56,12,10,2,23,13,10,4,3,1,115,72,43,86,54,32,3,2,1,18,6,12,3,2,1,62,44,18,75,47,28,3,2,1,15,5,10,3,2,1,54,38,16,11,7,4,0,0,0,3,1,2,0,0,0,8,6,2,338,135,203
29,572,0112,613074,0000,000000,KARNATAKA,Bangalore,VILLAGE,Nadagowdagollahalli,Rural,139,681,374,307,83,50,33,254,131,123,9,4,5,365,228,137,316,146,170,279,226,53,110,97,13,46,42,4,7,7,0,1,1,0,56,47,9,169,129,40,1,1,0,25,17,8,2,2,0,141,109,32,168,128,40,1,1,0,25,17,8,2,2,0,140,108,32,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,402,148,254
29,572,0112,613075,0000,000000,KARNATAKA,Bangalore,VILLAGE,Vaderahalli,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0112,613076,0000,000000,KARNATAKA,Bangalore,VILLAGE,Rampura,Rural,598,2680,1358,1322,310,156,154,514,258,256,11,6,5,1752,968,784,928,390,538,1128,830,298,998,759,239,200,177,23,339,210,129,13,7,6,446,365,81,130,71,59,20,7,13,32,14,18,2,1,1,76,49,27,109,61,48,14,4,10,27,13,14,0,0,0,68,44,24,21,10,11,6,3,3,5,1,4,2,1,1,8,5,3,1552,528,1024
29,572,0112,613077,0000,000000,KARNATAKA,Bangalore,VILLAGE,Adur,Rural,219,931,463,468,102,42,60,409,205,204,5,2,3,671,376,295,260,87,173,349,268,81,343,267,76,82,77,5,49,25,24,1,0,1,211,165,46,6,1,5,0,0,0,6,1,5,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,582,195,387
29,572,0112,613078,0000,000000,KARNATAKA,Bangalore,VILLAGE,Huvinane,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0112,613079,0000,000000,KARNATAKA,Bangalore,VILLAGE,Maragondanahalli,Rural,733,3014,1557,1457,411,199,212,451,231,220,94,51,43,2282,1272,1010,732,285,447,1151,924,227,1109,905,204,71,62,9,23,12,11,83,14,69,932,817,115,42,19,23,9,3,6,2,1,1,4,2,2,27,13,14,38,18,20,8,3,5,2,1,1,4,2,2,24,12,12,4,1,3,1,0,1,0,0,0,0,0,0,3,1,2,1863,633,1230
29,572,0112,613080,0000,000000,KARNATAKA,Bangalore,VILLAGE,Halehalli,Rural,181,882,440,442,121,61,60,403,197,206,21,12,9,523,285,238,359,155,204,372,263,109,372,263,109,16,16,0,14,10,4,1,1,0,341,236,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,177,333
29,572,0112,613081,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kithiganur,Rural,872,3920,2008,1912,491,262,229,1084,537,547,43,23,20,2755,1491,1264,1165,517,648,1443,1115,328,1139,919,220,163,147,16,37,28,9,9,9,0,930,735,195,304,196,108,54,33,21,15,11,4,73,45,28,162,107,55,89,57,32,15,7,8,7,6,1,10,8,2,57,36,21,215,139,76,39,26,13,8,5,3,63,37,26,105,71,34,2477,893,1584
29,572,0112,613082,0000,000000,KARNATAKA,Bangalore,VILLAGE,Hirandahalli,Rural,801,3547,1908,1639,408,214,194,721,380,341,27,15,12,2530,1503,1027,1017,405,612,1368,1061,307,1218,961,257,159,134,25,123,81,42,16,14,2,920,732,188,150,100,50,15,8,7,16,9,7,6,4,2,113,79,34,98,63,35,13,7,6,13,7,6,6,4,2,66,45,21,52,37,15,2,1,1,3,2,1,0,0,0,47,34,13,2179,847,1332
29,572,0112,613083,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bidarahalli,Rural,624,2621,1385,1236,343,179,164,498,255,243,20,11,9,1925,1109,816,696,276,420,917,716,201,869,682,187,153,118,35,60,39,21,32,23,9,624,502,122,48,34,14,5,1,4,7,5,2,4,3,1,32,25,7,48,34,14,5,1,4,7,5,2,4,3,1,32,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,669,1035
29,572,0112,613084,0000,000000,KARNATAKA,Bangalore,VILLAGE,Byappanahalli,Rural,317,1469,765,704,170,87,83,248,122,126,6,2,4,1019,582,437,450,183,267,660,447,213,560,384,176,223,143,80,8,7,1,10,8,2,319,226,93,100,63,37,24,18,6,1,1,0,2,1,1,73,43,30,90,57,33,22,17,5,1,1,0,2,1,1,65,38,27,10,6,4,2,1,1,0,0,0,0,0,0,8,5,3,809,318,491
29,572,0112,613085,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kammasandra,Rural,78,315,158,157,30,15,15,137,67,70,3,2,1,181,107,74,134,51,83,178,108,70,118,90,28,25,22,3,3,3,0,0,0,0,90,65,25,60,18,42,2,2,0,10,2,8,0,0,0,48,14,34,55,17,38,2,2,0,9,2,7,0,0,0,44,13,31,5,1,4,0,0,0,1,0,1,0,0,0,4,1,3,137,50,87
29,572,0112,613086,0000,000000,KARNATAKA,Bangalore,VILLAGE,Vanajanahalli,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,572,0112,613087,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kattugollahalli,Rural,214,966,455,511,108,38,70,333,164,169,329,150,179,561,293,268,405,162,243,397,287,110,377,277,100,117,105,12,137,89,48,2,2,0,121,81,40,20,10,10,1,1,0,4,2,2,0,0,0,15,7,8,17,7,10,1,1,0,2,0,2,0,0,0,14,6,8,3,3,0,0,0,0,2,2,0,0,0,0,1,1,0,569,168,401
29,572,0112,613088,0000,000000,KARNATAKA,Bangalore,VILLAGE,Shringaripura,Rural,3,15,6,9,2,0,2,0,0,0,0,0,0,13,6,7,2,0,2,7,5,2,7,5,2,1,1,0,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7
29,572,0112,613089,0000,000000,KARNATAKA,Bangalore,VILLAGE,Jothipura,Rural,262,1227,639,588,115,66,49,290,159,131,5,2,3,877,506,371,350,133,217,565,394,171,557,389,168,177,124,53,132,63,69,9,2,7,239,200,39,8,5,3,2,1,1,3,2,1,0,0,0,3,2,1,7,4,3,2,1,1,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,662,245,417
29,572,0112,613090,0000,000000,KARNATAKA,Bangalore,VILLAGE,Thirumenahalli,Rural,112,555,274,281,66,29,37,222,104,118,6,2,4,390,218,172,165,56,109,316,178,138,108,87,21,41,34,7,21,14,7,1,0,1,45,39,6,208,91,117,13,4,9,36,17,19,7,4,3,152,66,86,146,71,75,11,4,7,24,15,9,3,1,2,108,51,57,62,20,42,2,0,2,12,2,10,4,3,1,44,15,29,239,96,143
29,572,0112,613091,0000,000000,KARNATAKA,Bangalore,VILLAGE,Hancharahalli,Rural,257,1200,618,582,152,82,70,263,151,112,0,0,0,841,472,369,359,146,213,476,361,115,473,360,113,147,135,12,99,52,47,42,28,14,185,145,40,3,1,2,0,0,0,0,0,0,1,0,1,2,1,1,3,1,2,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,257,467
29,572,0112,613092,0000,000000,KARNATAKA,Bangalore,VILLAGE,Raghuvanahalli,Rural,29,142,73,69,13,5,8,89,50,39,0,0,0,92,46,46,50,27,23,71,49,22,71,49,22,10,10,0,47,28,19,2,2,0,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,24,47
29,572,0112,613093,0000,000000,KARNATAKA,Bangalore,VILLAGE,Kodigehalli,Rural,38,152,71,81,27,12,15,152,71,81,0,0,0,67,28,39,85,43,42,65,43,22,59,40,19,3,3,0,50,32,18,0,0,0,6,5,1,6,3,3,0,0,0,4,2,2,0,0,0,2,1,1,6,3,3,0,0,0,4,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,28,59
29,572,0112,613094,0000,000000,KARNATAKA,Bangalore,VILLAGE,Mandur,Rural,533,2295,1170,1125,283,147,136,413,212,201,20,11,9,1653,909,744,642,261,381,919,721,198,813,667,146,130,121,9,82,58,24,7,6,1,594,482,112,106,54,52,8,4,4,28,11,17,1,0,1,69,39,30,92,45,47,8,4,4,25,10,15,1,0,1,58,31,27,14,9,5,0,0,0,3,1,2,0,0,0,11,8,3,1376,449,927
29,572,0112,613095,0000,000000,KARNATAKA,Bangalore,VILLAGE,Bendiganahalli,Rural,48,240,132,108,30,19,11,3,1,2,0,0,0,150,91,59,90,41,49,149,81,68,123,68,55,121,67,54,1,0,1,0,0,0,1,1,0,26,13,13,0,0,0,26,13,13,0,0,0,0,0,0,12,11,1,0,0,0,12,11,1,0,0,0,0,0,0,14,2,12,0,0,0,14,2,12,0,0,0,0,0,0,91,51,40
29,572,0112,613096,0000,000000,KARNATAKA,Bangalore,VILLAGE,Lagumenahalli,Rural,63,306,163,143,36,21,15,48,26,22,0,0,0,167,102,65,139,61,78,196,108,88,127,77,50,115,68,47,7,4,3,0,0,0,5,5,0,69,31,38,0,0,0,46,17,29,1,0,1,22,14,8,45,22,23,0,0,0,34,16,18,1,0,1,10,6,4,24,9,15,0,0,0,12,1,11,0,0,0,12,8,4,110,55,55
